504.933346,sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6389789,-58.500121",-508626.3736,USD
505.7502003,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,-516439.5604,USD
506.5670545,sell,apartment,|Argentina|Capital Federal|Once|,"-34.6050060697,-58.4001162308",-524252.7473,USD
507.3839088,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6521726,-58.5778677",-532065.9341,USD
508.200763,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.447931,-58.5525008",-539879.1209,USD
509.0176173,operation,property_type,place_with_parent_names,lat-lon,price,currency
509.8344715,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",14857.14286,USD
510.6513258,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,7043.956044,USD
511.46818,operation,property_type,place_with_parent_names,lat-lon,price,currency
512.2850343,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",46113.89011,USD
,operation,property_type,place_with_parent_names,lat-lon,price,currency
513.1018885,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-328923.0769,USD
513.9187427,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-336736.2637,USD
514.735597,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658078",-344549.4505,USD
515.5524512,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669508",-352362.6374,USD
516.3693055,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-360175.8242,USD
517.1861597,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663944",-367989.011,USD
518.003014,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167217",-375802.1978,USD
518.8198682,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6552091,-58.69737",-383615.3846,USD
519.6367225,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,-391428.5714,USD
520.4535767,sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6389789,-58.500120",-399241.7582,USD
521.270431,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,-407054.9451,USD
522.0872852,sell,apartment,|Argentina|Capital Federal|Once|,"-34.6050060697,-58.4001162307",-414868.1319,USD
522.9041394,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6521726,-58.5778676",-422681.3187,USD
523.7209937,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.447931,-58.5525007",-430494.5055,USD
524.5378479,operation,property_type,place_with_parent_names,lat-lon,price,currency
525.3547022,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",30483.51648,USD
526.1715564,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,22670.32967,USD
526.9884107,operation,property_type,place_with_parent_names,lat-lon,price,currency
527.8052649,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-47648.35165,USD
528.6221192,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-55461.53846,USD
529.4389734,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658079",-63274.72527,USD
530.2558277,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669509",-71087.91209,USD
531.0726819,operation,property_type,place_with_parent_names,lat-lon,price,currency
531.8895361,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-164846.1538,USD
532.7063904,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-172659.3407,USD
533.5232446,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658079",-180472.5275,USD
534.3400989,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669509",-188285.7143,USD
535.1569531,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-196098.9011,USD
535.9738074,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663945",-203912.0879,USD
536.7906616,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167218",-211725.2747,USD
537.6075159,operation,property_type,place_with_parent_names,lat-lon,price,currency
538.4243701,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-125780.2198,USD
539.2412243,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-133593.4066,USD
540.0580786,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658079",-141406.5934,USD
540.8749328,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669509",-149219.7802,USD
541.6917871,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-157032.967,USD
542.5086413,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663945",-164846.1538,USD
543.3254956,operation,property_type,place_with_parent_names,lat-lon,price,currency
544.1423498,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-203912.0879,USD
544.9592041,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-211725.2747,USD
545.7760583,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658079",-219538.4615,USD
546.5929126,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669509",-227351.6484,USD
547.4097668,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-235164.8352,USD
548.226621,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663945",-242978.022,USD
549.0434753,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167218",-250791.2088,USD
549.8603295,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6552091,-58.69738",-258604.3956,USD
550.6771838,operation,property_type,place_with_parent_names,lat-lon,price,currency
551.494038,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-86714.28571,USD
552.3108923,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-94527.47253,USD
553.1277465,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658079",-102340.6593,USD
553.9446008,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669509",-110153.8462,USD
554.761455,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-117967.033,USD
555.5783093,operation,property_type,place_with_parent_names,lat-lon,price,currency
556.3951635,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-438307.6923,USD
557.2120177,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-446120.8791,USD
558.028872,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658079",-453934.0659,USD
558.8457262,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669509",-461747.2527,USD
559.6625805,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-469560.4396,USD
560.4794347,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663945",-477373.6264,USD
561.296289,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167218",-485186.8132,USD
562.1131432,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6552091,-58.69738",-493000,USD
562.9299975,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,-500813.1868,USD
563.7468517,sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6389789,-58.500121",-508626.3736,USD
564.563706,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,-516439.5604,USD
565.3805602,sell,apartment,|Argentina|Capital Federal|Once|,"-34.6050060697,-58.4001162308",-524252.7473,USD
566.1974144,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6521726,-58.5778677",-532065.9341,USD
567.0142687,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.447931,-58.5525008",-539879.1209,USD
567.8311229,operation,property_type,place_with_parent_names,lat-lon,price,currency
568.6479772,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",14857.14286,USD
569.4648314,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,7043.956044,USD
570.2816857,operation,property_type,place_with_parent_names,lat-lon,price,currency
571.0985399,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-78901.0989,USD
571.9153942,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-86714.28571,USD
572.7322484,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658080",-94527.47253,USD
573.5491027,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669510",-102340.6593,USD
574.3659569,operation,property_type,place_with_parent_names,lat-lon,price,currency
575.1828111,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-219538.4615,USD
575.9996654,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-227351.6484,USD
576.8165196,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658080",-235164.8352,USD
577.6333739,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669510",-242978.022,USD
578.4502281,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-250791.2088,USD
579.2670824,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663946",-258604.3956,USD
580.0839366,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167219",-266417.5824,USD
580.9007909,operation,property_type,place_with_parent_names,lat-lon,price,currency
581.7176451,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-172659.3407,USD
582.5344994,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-180472.5275,USD
583.3513536,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658080",-188285.7143,USD
584.1682078,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669510",-196098.9011,USD
584.9850621,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-203912.0879,USD
585.8019163,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663946",-211725.2747,USD
586.6187706,operation,property_type,place_with_parent_names,lat-lon,price,currency
587.4356248,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-266417.5824,USD
588.2524791,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-274230.7692,USD
589.0693333,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658080",-282043.956,USD
589.8861876,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669510",-289857.1429,USD
590.7030418,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-297670.3297,USD
591.5198961,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663946",-305483.5165,USD
592.3367503,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167219",-313296.7033,USD
593.1536045,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6552091,-58.69739",-321109.8901,USD
593.9704588,operation,property_type,place_with_parent_names,lat-lon,price,currency
594.787313,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-125780.2198,USD
595.6041673,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-133593.4066,USD
596.4210215,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658080",-141406.5934,USD
597.2378758,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669510",-149219.7802,USD
598.05473,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-157032.967,USD
598.8715843,operation,property_type,place_with_parent_names,lat-lon,price,currency
599.6884385,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-547692.3077,USD
600.5052928,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-555505.4945,USD
601.322147,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658080",-563318.6813,USD
602.1390012,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669510",-571131.8681,USD
602.9558555,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-578945.0549,USD
603.7727097,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663946",-586758.2418,USD
604.589564,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167219",-594571.4286,USD
605.4064182,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6552091,-58.69739",-602384.6154,USD
606.2232725,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,-610197.8022,USD
607.0401267,sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6389789,-58.500122",-618010.989,USD
607.856981,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,-625824.1758,USD
608.6738352,sell,apartment,|Argentina|Capital Federal|Once|,"-34.6050060697,-58.4001162309",-633637.3626,USD
609.4906894,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6521726,-58.5778678",-641450.5495,USD
610.3075437,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.447931,-58.5525009",-649263.7363,USD
611.1243979,operation,property_type,place_with_parent_names,lat-lon,price,currency
611.9412522,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-769.2307692,USD
612.7581064,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-8582.417582,USD
613.5749607,operation,property_type,place_with_parent_names,lat-lon,price,currency
614.3918149,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",46114.89011,USD
,operation,property_type,place_with_parent_names,lat-lon,price,currency
615.2086692,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-438307.6923,USD
616.0255234,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-446120.8791,USD
616.8423777,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658079",-453934.0659,USD
617.6592319,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669509",-461747.2527,USD
618.4760861,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-469560.4396,USD
619.2929404,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663945",-477373.6264,USD
620.1097946,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167218",-485186.8132,USD
620.9266489,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6552091,-58.69738",-493000,USD
621.7435031,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,-500813.1868,USD
622.5603574,sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6389789,-58.500121",-508626.3736,USD
623.3772116,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,-516439.5604,USD
624.1940659,sell,apartment,|Argentina|Capital Federal|Once|,"-34.6050060697,-58.4001162308",-524252.7473,USD
625.0109201,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6521726,-58.5778677",-532065.9341,USD
625.8277744,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.447931,-58.5525008",-539879.1209,USD
626.6446286,operation,property_type,place_with_parent_names,lat-lon,price,currency
627.4614828,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",14857.14286,USD
628.2783371,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,7043.956044,USD
629.0951913,operation,property_type,place_with_parent_names,lat-lon,price,currency
629.9120456,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-78901.0989,USD
630.7288998,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-86714.28571,USD
631.5457541,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658080",-94527.47253,USD
632.3626083,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669510",-102340.6593,USD
633.1794626,operation,property_type,place_with_parent_names,lat-lon,price,currency
633.9963168,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-219538.4615,USD
634.8131711,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-227351.6484,USD
635.6300253,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658080",-235164.8352,USD
636.4468795,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669510",-242978.022,USD
637.2637338,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-250791.2088,USD
638.080588,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663946",-258604.3956,USD
638.8974423,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167219",-266417.5824,USD
639.7142965,operation,property_type,place_with_parent_names,lat-lon,price,currency
640.5311508,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-172659.3407,USD
641.348005,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-180472.5275,USD
642.1648593,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658080",-188285.7143,USD
642.9817135,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669510",-196098.9011,USD
643.7985678,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-203912.0879,USD
644.615422,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663946",-211725.2747,USD
645.4322762,operation,property_type,place_with_parent_names,lat-lon,price,currency
646.2491305,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-266417.5824,USD
647.0659847,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-274230.7692,USD
647.882839,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658080",-282043.956,USD
648.6996932,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669510",-289857.1429,USD
649.5165475,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-297670.3297,USD
650.3334017,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663946",-305483.5165,USD
651.150256,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167219",-313296.7033,USD
651.9671102,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6552091,-58.69739",-321109.8901,USD
652.7839645,operation,property_type,place_with_parent_names,lat-lon,price,currency
653.6008187,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-125780.2198,USD
654.4176729,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-133593.4066,USD
655.2345272,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658080",-141406.5934,USD
656.0513814,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669510",-149219.7802,USD
656.8682357,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-157032.967,USD
657.6850899,operation,property_type,place_with_parent_names,lat-lon,price,currency
658.5019442,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-547692.3077,USD
659.3187984,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-555505.4945,USD
660.1356527,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658080",-563318.6813,USD
660.9525069,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669510",-571131.8681,USD
661.7693612,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-578945.0549,USD
662.5862154,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663946",-586758.2418,USD
663.4030696,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167219",-594571.4286,USD
664.2199239,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6552091,-58.69739",-602384.6154,USD
665.0367781,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,-610197.8022,USD
665.8536324,sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6389789,-58.500122",-618010.989,USD
666.6704866,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,-625824.1758,USD
667.4873409,sell,apartment,|Argentina|Capital Federal|Once|,"-34.6050060697,-58.4001162309",-633637.3626,USD
668.3041951,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6521726,-58.5778678",-641450.5495,USD
669.1210494,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.447931,-58.5525009",-649263.7363,USD
669.9379036,operation,property_type,place_with_parent_names,lat-lon,price,currency
670.7547578,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-769.2307692,USD
671.5716121,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-8582.417582,USD
672.3884663,operation,property_type,place_with_parent_names,lat-lon,price,currency
673.2053206,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-110153.8462,USD
674.0221748,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-117967.033,USD
674.8390291,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658081",-125780.2198,USD
675.6558833,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669511",-133593.4066,USD
676.4727376,operation,property_type,place_with_parent_names,lat-lon,price,currency
677.2895918,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-274230.7692,USD
678.1064461,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-282043.956,USD
678.9233003,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658081",-289857.1429,USD
679.7401545,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669511",-297670.3297,USD
680.5570088,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-305483.5165,USD
681.373863,sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6177676,-58.5663947",-313296.7033,USD
682.1907173,sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6558611,-58.6167220",-321109.8901,USD
683.0075715,operation,property_type,place_with_parent_names,lat-lon,price,currency
683.8244258,sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.6047834183,-58.4586812499",-219538.4615,USD
684.64128,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,-227351.6484,USD
685.4581343,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6497002,-58.658081",-235164.8352,USD
686.2749885,sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5957086,-58.5669511",-242978.022,USD
687.0918428,sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.5846508988,-58.4546932614",-250791.2088,USD
